path,sha,branch,origin
/home/codestra-admin/campaign-crm-os-candidate-0cc932b,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/codestra-middleware/repository,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/codestra-operator-install-07cf5f1896161974afb6997b2a22a52f8d16a3bf,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/codestra-prod-readiness/klyrow,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/codestra-prod-readiness/kyqra,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/codestra-prod-readiness/platform,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/codestra-prod-readiness/telnexa,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/control-plane-candidate-53888bf,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/keycloak-repository,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/releases/middleware-69723c25a27e2a64cf55539c7d6df362a33579a4,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/releases/middleware-d638f5cc,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/releases/odoo-addons-9bb4583a39965d1f228100ba41ddec1aa216cf71,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/releases/odoo-callback-1e450061b3db,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/releases/odoo-callback-e2e-7ba6c4b,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/releases/platform-callback-1a6b6020c29d,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/releases/platform-callback-7cd8e252664c,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/releases/platform-callback-8ea8b8307ae0,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/releases/platform-callback-b9b0087f5d13,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/releases/platform-callback-bf9a1a493146,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/releases/platform-callback-fdca2cc68266,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/repository-cutover/Kong,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/codestra-admin/repository-cutover/platform,UNRESOLVED,UNRESOLVED,UNRESOLVED
/home/lolo/codestra-pr114-recovery,3bf43b689da96eb1ab2444c30133a2dc43563be4,DETACHED,https://github.com/appolon1908-hue/codestra-production-platform.git
/home/lolo/keycloak-repository,e4d0d72b0b65f011e478b1db74b1eb6f94690d84,main,git@github.com:appolon1908-hue/Keycloak.git
/home/lolo/kong-repository,826710960c6da56632fd3a124104406578c24820,migration/kong-source-authority-20260826,https://github.com/appolon1908-hue/Kong.git
/home/lolo/middleware-repository,eb17d3d8ca404405132e0866b5fd66811f270666,main,git@github.com:appolon1908-hue/Middleware-.git
/home/lolo/n8n-repository,a69a31305423946f456d5b2713539f6e567b3f56,phase-n3/runtime-verification,https://github.com/appolon1908-hue/N8N.git
/home/lolo/odoo-repository,35d87740ac76458e3652b7d71ba2a2a6da2d8893,main,https://github.com/appolon1908-hue/Odoo.git
/opt/actions-runner/_work/Keycloak/Keycloak,UNRESOLVED,UNRESOLVED,UNRESOLVED
/opt/actions-runner/_work/Keycloak/Keycloak/stage6-infrastructure,UNRESOLVED,UNRESOLVED,UNRESOLVED
/opt/actions-runner/_work/Keycloak/Keycloak/stage6-openbao,UNRESOLVED,UNRESOLVED,UNRESOLVED
/opt/actions-runner/_work/Keycloak/Keycloak/stage6-prometheus,UNRESOLVED,UNRESOLVED,UNRESOLVED
/opt/claude/workspaces/codestra-middleware,77bf7ccd7b1ae13dc34f6e973f92357d6c9ca5cb,hardening/odoo-agent-persistence,https://github.com/Codestra-SRL/codestra-middleware.git
/opt/claude/workspaces/codestra-odoo-addons,dffcd7b55cf44295fbfb922b9c3d274f37634d65,hardening/odoo-agent-persistence,https://github.com/Codestra-SRL/codestra-odoo-addons.git
/opt/claude/workspaces/codestra-production-platform,fe6eaea2eb4b4dda9c18c3fe0ecb7884d01451ad,hardening/production-ready-20260825,https://github.com/appolon1908-hue/codestra-production-platform.git
/opt/codestra/agent-desktop,4063a08d90fbb777cd74b68f7dd749e389a115f2,staging/sipjs-webrtc-20260726,/opt/codestra/quarantine/agent-desktop-unapproved-20260725T233810Z
/opt/codestra/automation,UNRESOLVED,master,UNRESOLVED
/opt/codestra/backups/middleware-control-plane-20260815T073500Z/n8n-workflows,b39f26f1b5a58d0894296fbc9aa55adfc6a93313,feature/n8n-automation-blueprint,/opt/codestra/n8n-workflows-authoritative.git
/opt/codestra/bitbucket-codestra,62b353a9444b73df3345fa9f15bf51c468280479,agent/github-migration,https://github.com/appolon1908-hue/codestra.git
/opt/codestra/build-sources/cpython-rc3p,5afbb60e0283caaf34990bbe8437111ebaae04a4,main,https://github.com/python/cpython.git
/opt/codestra/build/appolon-odoo-stage3,b396cc212ed3b10ea13cfc9c3b9663c0817df8eb,fix/provider-activity-partner-mail-scope,https://github.com/appolon1908-hue/Odoo.git
/opt/codestra/build/codestra-srl-middleware,b29db772ed82c0d2f1adfdb8e6da58d4baa77524,DETACHED,https://github.com/Codestra-SRL/codestra-middleware.git
/opt/codestra/build/middleware-appolon,c4fb367577581f004745760c83963cdd96ed518e,DETACHED,https://github.com/appolon1908-hue/Middleware-.git
/opt/codestra/contact-center-middleware,UNRESOLVED,master,UNRESOLVED
/opt/codestra/contracts,bf00a39591e6a3bdf78267f23a27cce1655c93bd,contracts/v1,UNRESOLVED
/opt/codestra/frontend,c5e79afc38d244f838900a2c4c3e512c5d83f22b,feature/codestra-customer-portal,https://REDACTED@bitbucket.org/sip887/frontend.git
/opt/codestra/identity-platform,791b706c0ab3db7cd90c5b2ffd3d10164016127d,feature/callcenter-platform-19,UNRESOLVED
/opt/codestra/integration-tests,UNRESOLVED,master,UNRESOLVED
/opt/codestra/middleware,7b9451b4db92982e5f0a4179d979ae94c043f943,postiz-social-orchestration-20260804,https://github.com/Codestra-SRL/codestra-middleware.git
/opt/codestra/n8n-workflows,da8068e5821f5c844ad68e31afeee4e9d8b0fba5,feature/n8n-automation-blueprint,/opt/codestra/n8n-workflows-authoritative.git
/opt/codestra/odoo-addons,fa32b9e47eb3db7b23a3a775c273ab8162a57743,odoo19-middleware-security-role-20260804,https://github.com/Codestra-SRL/codestra-odoo-addons.git
/opt/codestra/odoo19-call-center-addons,41c8d3fac94173a573e23a60b90c5e7133aaef43,feature/phase1-foundation,UNRESOLVED
/opt/codestra/odoo19-vertical-addons,41801bf52c34713ae96f445a08efab61b30a6d69,staging/vertical-suite-20260726,UNRESOLVED
/opt/codestra/quarantine/agent-desktop-unapproved-20260725T233810Z,476679c88f6a06c7a39e4e8cbf8a0e3826b7ac2a,finish/agent-desktop-preproduction,UNRESOLVED
/opt/codestra/releases/breero-67c0b02,67c0b02bb56a3a2afc72560788df299e5c2ad9cc,DETACHED,https://github.com/appolon1908-hue/Breero.com.git
